location,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
GR,0,1,0,Full-time,Associate,Bachelor's Degree,Information Technology and Services,,0
US,0,1,1,Full-time,Associate,High School or equivalent,Automotive,Sales,0
DE,0,0,1,,,,,,0
GR,0,1,0,,,,,,0
GB,0,1,1,Part-time,Associate,High School or equivalent,Internet,Writing/Editing,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Goods,Administrative,0
GB,0,1,1,Part-time,Not Applicable,,Retail,,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Semiconductors,Engineering,0
US,0,0,1,,,,,,0
US,0,0,1,,,,,,0
AU,0,1,0,Full-time,,,Information Technology and Services,Engineering,0
US,0,1,1,Full-time,Entry level,High School or equivalent,Oil & Energy,,0
US,0,1,0,Full-time,Mid-Senior level,,E-Learning,Engineering,0
CA,0,1,0,Full-time,Entry level,High School or equivalent,Facilities Services,Customer Service,0
ES,0,0,0,Full-time,Mid-Senior level,,Entertainment,,0
US,0,0,0,,,,,,0
US,0,1,1,,Entry level,Unspecified,Hospital & Health Care,Accounting/Auditing,0
US,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Sales,0
US,0,1,1,,,,,,0
US,0,1,1,,,,,,0
US,0,0,0,Full-time,,,Accounting,,0
US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Graphic Design,Art/Creative,0
DE,0,1,1,Full-time,Mid-Senior level,,Internet,Information Technology,0
NZ,0,1,0,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Information Technology,0
US,0,1,0,,,,,,0
AE,0,0,1,,,,,,0
ES,0,0,0,Full-time,Mid-Senior level,,Entertainment,,0
US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Project Management,0
US,0,1,1,,,,Staffing and Recruiting,,0
GR,0,1,1,,,,,,0
ES,0,0,0,Full-time,Mid-Senior level,,Entertainment,,0
US,0,1,0,Full-time,Mid-Senior level,Unspecified,Financial Services,Finance,0
US,0,1,1,Full-time,Mid-Senior level,Unspecified,Information Technology and Services,Engineering,0
NZ,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Electrical/Electronic Manufacturing,Engineering,0
US,0,1,1,Full-time,Associate,Bachelor's Degree,Graphic Design,Art/Creative,0
US,0,0,0,Full-time,Mid-Senior level,,Computer Software,Supply Chain,0
US,0,1,0,Full-time,Associate,Bachelor's Degree,Graphic Design,Marketing,0
GR,0,1,1,,,,,,0
GB,0,1,1,Contract,Internship,,Internet,Marketing,0
US,0,0,0,,,,,,0
US,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0
FR,0,0,0,Contract,Associate,Master's Degree,Market Research,Marketing,0
US,0,0,0,,,,,,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,1,,Entry level,High School or equivalent,Telecommunications,Customer Service,0
US,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0
BR,0,1,1,,,,,,0
GR,0,1,1,Full-time,,,Marketing and Advertising,,0
US,0,1,0,Full-time,Mid-Senior level,,Computer & Network Security,Project Management,0
US,0,1,1,,,,,,0
CA,0,0,0,Full-time,Mid-Senior level,High School or equivalent,Construction,Management,0
US,0,0,0,Full-time,Mid-Senior level,,Public Relations and Communications,,0
GR,0,1,1,,,,,,0
GR,0,1,1,Full-time,Mid-Senior level,,Internet,Engineering,0
CY,0,1,1,,,,,,0
US,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Warehousing,Management,0
GR,0,1,0,,,,,,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Hospital & Health Care,Management,0
US,0,1,0,,,,Marketing and Advertising,Sales,0
GB,0,0,0,,,,,,0
US,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0
US,0,1,0,Full-time,,,Oil & Energy,Engineering,1
US,0,0,1,,,,,,0
GB,0,1,1,Full-time,Associate,Bachelor's Degree,Internet,Design,0
US,1,0,0,,,,,,0
US,0,1,1,Full-time,Associate,High School or equivalent,Banking,Customer Service,0
CY,0,0,1,,,,,,0
DE,0,0,0,Full-time,Executive,Master's Degree,Information Technology and Services,General Business,0
US,0,0,0,Other,Entry level,High School or equivalent,Accounting,Administrative,1
GB,0,1,1,,,,,,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
GB,0,1,1,Full-time,,,Marketing and Advertising,Business Development,0
GR,0,1,1,Full-time,,,,Engineering,0
GB,0,1,0,Full-time,,,Information Technology and Services,Information Technology,0
GB,0,0,1,,,,,,0
US,0,0,0,Full-time,Associate,Associate Degree,"Health, Wellness and Fitness",Administrative,0
US,0,0,1,Full-time,Associate,Unspecified,Food & Beverages,Human Resources,0
US,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Logistics and Supply Chain,Management,0
IN,0,1,1,Full-time,,,Information Technology and Services,Information Technology,0
US,0,1,0,Full-time,Entry level,,Financial Services,Quality Assurance,0
US,0,1,0,,,,,,0
US,0,1,1,Full-time,Entry level,High School or equivalent,Marketing and Advertising,Sales,0
US,0,1,1,Full-time,Entry level,Bachelor's Degree,Internet,Sales,0
NL,0,1,1,,,,,Business Analyst,0
US,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Engineering,0
US,0,1,1,Full-time,,Master's Degree,,Education,0
US,0,1,1,Full-time,Entry level,High School or equivalent,,Sales,0
GB,0,0,0,Full-time,Entry level,Unspecified,Food & Beverages,Other,0
GR,0,1,1,,,,,,0
US,0,1,1,,Entry level,Bachelor's Degree,Security and Investigations,Sales,0
US,0,1,1,,,,,,0
GR,1,0,1,Contract,Associate,Professional,Research,Data Analyst,0
US,0,1,0,Part-time,Entry level,High School or equivalent,Legal Services,Administrative,0
GR,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0
US,0,1,1,Full-time,Entry level,Bachelor's Degree,Information Technology and Services,Business Development,0
EE,0,1,1,,,,,,0
GR,0,0,0,Contract,Entry level,Bachelor's Degree,Computer Software,Information Technology,0
EE,0,1,0,Full-time,Associate,,Marketing and Advertising,Information Technology,0
US,0,0,1,Full-time,,,,Engineering,0
GB,1,1,0,Contract,Mid-Senior level,,Information Technology and Services,Information Technology,0
GB,0,1,1,Full-time,Associate,Bachelor's Degree,Marketing and Advertising,Writing/Editing,0
US,0,1,0,Full-time,Associate,Bachelor's Degree,Architecture & Planning,Project Management,0
GB,0,0,1,Full-time,Entry level,Bachelor's Degree,Staffing and Recruiting,Business Development,0
US,0,1,1,Full-time,Entry level,Bachelor's Degree,Nonprofit Organization Management,Information Technology,0
US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Financial Services,Management,0
US,0,0,0,Full-time,,,"Leisure, Travel & Tourism",,1
US,1,0,0,Contract,Internship,,Computer Software,,0
US,0,1,0,Other,Internship,Bachelor's Degree,Management Consulting,General Business,0
US,0,1,1,Full-time,Associate,Bachelor's Degree,Internet,Information Technology,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,1,Full-time,Entry level,Unspecified,Financial Services,Customer Service,0
US,1,1,0,Full-time,Entry level,High School or equivalent,Construction,Customer Service,0
US,1,1,0,Full-time,Entry level,High School or equivalent,Construction,Administrative,0
US,0,0,0,Full-time,,,,,0
nan,1,0,0,Part-time,Internship,,Maritime,Engineering,0
US,0,0,0,Full-time,,,Management Consulting,,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Logistics and Supply Chain,Management,0
GB,0,1,1,Other,Mid-Senior level,,Marketing and Advertising,Project Management,0
GB,0,1,1,Full-time,Associate,Unspecified,Information Technology and Services,Data Analyst,0
US,0,0,0,,,,,,0
GB,0,1,1,Full-time,,Vocational,Mechanical or Industrial Engineering,Engineering,0
US,0,1,0,Full-time,Associate,High School or equivalent,Automotive,Sales,0
ES,0,1,0,,,,,,0
GB,0,0,0,,,,,,0
US,0,0,0,,,,,,0
GB,0,1,0,Full-time,Entry level,Unspecified,Research,Sales,0
US,0,1,1,,Entry level,High School or equivalent,Hospital & Health Care,Health Care Provider,0
GB,0,1,1,Temporary,Internship,,Information Technology and Services,Marketing,0
US,0,0,1,Full-time,Not Applicable,Unspecified,Entertainment,Sales,0
nan,0,1,0,Full-time,Associate,Associate Degree,Biotechnology,General Business,0
US,0,0,0,,,,,,0
US,0,0,0,,,,,,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Logistics and Supply Chain,Management,0
GB,0,1,1,Full-time,Not Applicable,Unspecified,Hospital & Health Care,Health Care Provider,0
NZ,0,1,1,Full-time,Mid-Senior level,,Computer Software,Design,0
CA,0,1,1,Part-time,,,Transportation/Trucking/Railroad,,0
US,0,1,0,Full-time,Internship,Associate Degree,Computer Software,Engineering,0
US,0,1,0,Part-time,Entry level,High School or equivalent,Financial Services,Customer Service,0
ES,0,0,1,Full-time,Mid-Senior level,Unspecified,Entertainment,Finance,0
AU,0,1,1,Full-time,Mid-Senior level,Unspecified,Design,Project Management,0
nan,0,1,1,,,,,,0
US,0,0,1,,,,,,0
US,0,1,0,Full-time,Associate,Unspecified,Automotive,Sales,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Goods,Customer Service,0
US,0,0,1,Part-time,Not Applicable,Unspecified,Events Services,Sales,0
MT,0,1,0,Full-time,,,Gambling & Casinos,,0
US,0,1,1,Part-time,Associate,Associate Degree,Religious Institutions,Administrative,0
US,0,1,1,Other,,,Hospital & Health Care,Health Care Provider,0
US,0,0,0,Full-time,Associate,,Financial Services,Data Analyst,0
US,0,0,0,,,,Restaurants,,0
US,0,1,1,Full-time,,Certification,Retail,Customer Service,0
US,0,0,0,,,,,,0
US,0,0,0,Full-time,,,Computer Software,,0
US,0,0,1,,,,,,0
US,0,1,1,Full-time,,,Computer Software,Sales,0
nan,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Broadcast Media,,0
GB,0,0,0,Contract,Not Applicable,Unspecified,Information Technology and Services,Information Technology,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Logistics and Supply Chain,Management,0
GR,0,1,1,Full-time,Internship,Bachelor's Degree,Internet,Marketing,0
CA,0,0,1,,,,,,0
US,0,1,1,Full-time,Entry level,Associate Degree,Consumer Services,Customer Service,0
FR,0,1,1,Full-time,,,Computer Games,Administrative,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Logistics and Supply Chain,Management,0
GB,0,1,0,Full-time,Director,Bachelor's Degree,Publishing,Business Development,0
CA,0,1,1,Full-time,,,,,0
US,0,1,0,Full-time,Associate,Bachelor's Degree,Consumer Services,Marketing,0
US,0,0,1,Full-time,Mid-Senior level,High School or equivalent,Retail,Other,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Finance,0
AU,0,1,1,Full-time,,,Financial Services,,0
GB,0,1,1,Full-time,Not Applicable,Unspecified,Hospital & Health Care,Health Care Provider,0
GB,0,1,0,,,,,,0
CA,0,1,1,,,Certification,Hospital & Health Care,Health Care Provider,0
US,0,0,0,Other,,Unspecified,Accounting,Customer Service,0
DE,0,1,1,,,,,,0
US,0,1,1,,,,,,0
US,0,1,1,Full-time,Associate,Bachelor's Degree,Internet,Sales,0
GB,0,1,1,Full-time,Entry level,,Internet,,0
AU,0,1,1,Full-time,Not Applicable,,Media Production,Human Resources,0
US,0,1,0,Full-time,Not Applicable,,Internet,,0
US,0,1,0,,,,,,0
GB,0,1,0,Full-time,Mid-Senior level,High School or equivalent,Marketing and Advertising,Marketing,0
US,0,1,0,,,,,,0
GB,0,1,1,,Not Applicable,High School or equivalent,,Administrative,0
CA,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Engineering,0
US,0,1,1,,Internship,Some College Coursework Completed,,,0
GB,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,,Marketing,0
GB,0,0,0,Full-time,,,,Administrative,0
US,0,1,1,Full-time,Associate,High School or equivalent,Banking,Customer Service,0
NZ,0,1,0,Full-time,Associate,Bachelor's Degree,Computer Software,Project Management,0
US,0,0,0,Full-time,Entry level,Bachelor's Degree,Computer Software,Engineering,0
GR,0,1,1,,,,,,0
US,0,1,1,Contract,,,,,0
US,0,0,1,,,,,,0
US,0,1,1,Part-time,Associate,Unspecified,Internet,Purchasing,0
US,0,1,0,,,,,,0
RO,0,1,1,Full-time,Not Applicable,,Information Technology and Services,Information Technology,0
HU,0,0,1,Full-time,Associate,Bachelor's Degree,Internet,Information Technology,0
GR,0,1,1,Full-time,Director,Master's Degree,Marketing and Advertising,Advertising,0
GR,0,0,1,,,,,,0
US,0,0,0,Full-time,Not Applicable,Certification,"Health, Wellness and Fitness",Health Care Provider,0
US,0,0,1,,,,,,0
US,0,1,0,Full-time,,,Internet,,0
RO,0,0,1,,,,,,0
US,0,1,0,,,,,,0
SG,0,1,1,Full-time,Internship,,Information Technology and Services,Sales,0
BE,0,1,0,Full-time,Associate,Bachelor's Degree,Internet,Marketing,0
RO,0,0,1,,,,,,0
GB,0,1,1,Full-time,Not Applicable,,Information Technology and Services,Information Technology,0
US,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Advertising,0
GB,0,0,1,,,,,,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Design,,0
US,1,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Utilities,Engineering,0
GB,0,0,0,Contract,Not Applicable,Vocational,Telecommunications,Administrative,0
CA,0,1,1,Contract,,,,Engineering,0
CA,0,1,1,Full-time,,Bachelor's Degree,Hospital & Health Care,Health Care Provider,0
US,0,1,0,,,,,,0
CA,0,0,1,,,,,,0
CA,0,0,1,,,,,,0
US,0,1,0,Full-time,,,Oil & Energy,Engineering,1
US,0,1,0,Full-time,,,Consumer Goods,Marketing,0
US,0,1,0,Full-time,Entry level,,Consumer Services,Sales,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
IN,0,1,1,Full-time,,,,Design,0
US,0,1,0,Full-time,Director,Unspecified,Biotechnology,Design,0
CA,0,0,1,,,,,,0
PK,0,1,0,Other,Internship,Bachelor's Degree,Civic & Social Organization,Marketing,0
US,0,1,0,Full-time,,,Oil & Energy,Engineering,1
US,0,1,0,Full-time,,Bachelor's Degree,Oil & Energy,Engineering,1
US,0,0,0,,,,,,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Broadcast Media,,0
US,1,1,0,Full-time,Entry level,Unspecified,Fund-Raising,Sales,0
US,1,1,1,,,,,,0
GR,0,1,1,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Information Technology,0
NZ,0,0,1,,,,,,0
US,0,1,0,Full-time,Associate,Unspecified,Financial Services,Management,0
GR,0,1,1,,,,,,0
US,0,1,1,Full-time,Not Applicable,Unspecified,Financial Services,General Business,0
US,1,1,1,Full-time,Associate,High School or equivalent,Computer Software,Sales,0
US,0,0,1,,,,,,0
IN,0,1,0,Full-time,Entry level,Bachelor's Degree,Computer Software,Other,0
RO,0,1,1,,,,,,0
US,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0
PK,0,0,1,,,,,,0
US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Consumer Goods,Sales,0
US,0,1,0,Full-time,Associate,Unspecified,Financial Services,Finance,0
US,0,1,0,Full-time,Mid-Senior level,Master's Degree,,,0
US,0,1,1,Contract,Associate,Bachelor's Degree,Information Technology and Services,Public Relations,0
CA,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0
US,0,0,0,Full-time,Entry level,Bachelor's Degree,Telecommunications,Administrative,1
GB,0,1,1,Full-time,Mid-Senior level,Unspecified,Internet,Sales,0
GB,0,1,1,Full-time,Entry level,Bachelor's Degree,Apparel & Fashion,Customer Service,0
US,0,1,0,Full-time,,Bachelor's Degree,Internet,Research,0
US,0,1,0,Full-time,Not Applicable,Vocational - Degree,Hospital & Health Care,,0
ES,0,0,0,Full-time,Mid-Senior level,,Entertainment,,0
US,0,1,0,Contract,Associate,Bachelor's Degree,Computer Software,Administrative,0
US,0,1,1,Full-time,Associate,,Computer Software,Sales,0
GB,0,1,1,Other,Mid-Senior level,,,Information Technology,0
US,0,0,0,Part-time,,,,,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Oil & Energy,Engineering,1
CA,0,1,1,Full-time,Executive,Bachelor's Degree,Retail,Business Development,0
GB,0,1,1,Temporary,Associate,Unspecified,Cosmetics,Sales,0
US,0,1,0,Full-time,,,Oil & Energy,Engineering,1
MX,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Automotive,Engineering,0
US,0,1,0,Full-time,,Bachelor's Degree,Oil & Energy,Engineering,1
US,0,1,1,Full-time,Entry level,High School or equivalent,,Customer Service,0
US,0,1,0,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,0,Full-time,Associate,Bachelor's Degree,Sports,Strategy/Planning,0
AU,0,1,1,Full-time,Not Applicable,Unspecified,Media Production,Project Management,0
GB,0,1,1,Full-time,Associate,High School or equivalent,Information Technology and Services,Sales,0
BE,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Information Technology,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Oil & Energy,Engineering,1
US,0,1,1,Full-time,Mid-Senior level,,Internet,Engineering,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,Education,0
US,0,1,1,Contract,Associate,Bachelor's Degree,Internet,Accounting/Auditing,0
GR,0,1,1,,,,,,0
US,0,1,1,Full-time,Associate,Bachelor's Degree,Apparel & Fashion,Administrative,0
US,0,1,1,Full-time,,,,,0
US,0,0,1,Full-time,Entry level,Bachelor's Degree,Marketing and Advertising,Marketing,0
US,0,0,1,,,,,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
nan,0,0,0,,,,,,1
US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Civic & Social Organization,Management,0
US,0,1,0,Full-time,Director,,Research,Sales,0
US,0,1,1,,,,,Other,0
CA,0,1,1,Full-time,,,,Administrative,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,Education,0
IN,0,0,0,Full-time,Mid-Senior level,Master's Degree,Nonprofit Organization Management,Other,0
NL,0,1,0,,,,,,0
QA,0,1,0,,,,,,0
US,0,0,0,Full-time,,Bachelor's Degree,,,0
US,0,0,1,,,,,,0
US,0,0,0,,,,,,0
GB,0,1,1,Temporary,,Certification,Hospital & Health Care,Training,0
GR,0,1,1,,,,,,0
US,0,0,0,,,,,,0
US,0,1,0,,,,,,0
US,0,1,0,Contract,,,Telecommunications,,0
GR,0,1,1,Full-time,Mid-Senior level,Master's Degree,Marketing and Advertising,Data Analyst,0
GB,0,1,0,Full-time,,,Financial Services,,0
GR,0,1,1,,,,,,0
US,0,1,0,Full-time,Associate,High School or equivalent,Computer Hardware,Management,0
GB,1,1,1,Full-time,Associate,Unspecified,Marketing and Advertising,Sales,0
US,0,1,1,,,,,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Legal Services,General Business,0
US,0,1,0,Full-time,Associate,High School or equivalent,Government Administration,Customer Service,0
US,0,1,0,Full-time,Mid-Senior level,,Telecommunications,,0
SG,0,1,1,Full-time,Mid-Senior level,Some High School Coursework,Information Technology and Services,Engineering,0
GB,0,1,0,Full-time,Mid-Senior level,,Apparel & Fashion,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,0,1,0,Full-time,Mid-Senior level,,Chemicals,Production,0
GB,0,1,1,,,,,,0
US,0,1,0,Full-time,Associate,Bachelor's Degree,Consumer Electronics,Supply Chain,0
US,0,0,0,Full-time,Associate,,Hospital & Health Care,,0
IN,0,1,1,Full-time,Mid-Senior level,Master's Degree,Internet,Information Technology,0
MU,0,1,1,,,,,,0
US,0,1,0,,,,,,0
GR,1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Marketing,0
US,0,0,0,,,,,,0
US,0,0,0,,,,,,0
US,0,1,0,Contract,,Bachelor's Degree,Education Management,,0
NZ,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Airlines/Aviation,Administrative,0
US,0,1,0,Part-time,Entry level,High School or equivalent,Financial Services,Administrative,0
US,0,1,1,,,,,,0
GR,0,0,0,,,,,,0
US,0,0,0,Full-time,Entry level,High School or equivalent,Accounting,Accounting/Auditing,1
